Churn,用户数,平均订单,平均优惠券,平均返现,平均APP时长,平均满意度,平均间隔天数,用户状态
0,4682,2.9929517300299016,1.71806920119607,180.63520290474156,2.928662964545066,3.001281503630927,4.709739427595045,未流失
1,948,2.808016877637131,1.7109704641350212,160.3709282700422,2.9641350210970465,3.390295358649789,3.2225738396624473,已流失
